Score,Text,Summary,clean_text,sentiment_gt,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,tb_polarity,tb_subjectivity,tb_label
4,"This is probably one of the best flavored coconut waters out there.  It tastes like skinny chocolate milk.  If you are concerned about the level of sugar, though, you should stay away.  It is has 18 grams per serving whereas most plain only has about 12. Although, if you drink it before or after a grueling Bikram practice, I think you deserve a little extra sugar.","Delicious, yet too high in sugar",this is probably one of the best flavored coconut waters out there it tastes like skinny chocolate milk if you are concerned about the level of sugar though you should stay away it is has grams per serving whereas most plain only has about although if you drink it before or after a grueling bikram practice i think you deserve a little extra sugar,positive,0.0,0.902,0.098,0.7717,positive,0.1830357142857143,0.4595238095238096,positive
4,"Taco Bell Jalape&ntilde;o Sauce is tasty with a bit of a kick. Not too hot, just a mild heat with good flavor. Note, this sauce has the distinctive flavor of coriander, which is typical in Middle Eastern dishes, such as falafel. Still, unless you dislike coriander, it does not detract from the enjoyment.",Tasty Sauce,taco bell jalape ntilde o sauce is tasty with a bit of a kick not too hot just a mild heat with good flavor note this sauce has the distinctive flavor of coriander which is typical in middle eastern dishes such as falafel still unless you dislike coriander it does not detract from the enjoyment,positive,0.043,0.851,0.106,0.5994,positive,0.1861111111111111,0.4916666666666667,positive
4,"I first bought this in a local Hispanic market (at $2.99) where it seemed it was the only place I could find it. I needed these 'shells' for a dessert recipe in Daisy Martinez' newest cookbook. The shells are fairly large and can be ""stuffed"" with any filling you find pleasing, I used a whipped cream mixture.  I made that dessert and had some shells leftover, so I pureed them and froze them to use as a 'dessert' sauce for later on.  The texture when pureed is like a thick nectar, so it makes a great alternative to using peach nectar when making the famous drink, a Bellini. With a few tbs. of guava puree at the bottom of a glass and some sparkling wine or champagne in the glass you have a simple drink.  The guava when used as a sauce, puree, or whole, has a beautiful salmon blush color, so it's a delight to the eye as well as the stomach. I mention these suggestions for use b/c it is a new food item I am just figuring out myself!",Something unusual,i first bought this in a local hispanic market at where it seemed it was the only place i could find it i needed these shells for a dessert recipe in daisy martinez newest cookbook the shells are fairly large and can be stuffed with any filling you find pleasing i used a whipped cream mixture i made that dessert and had some shells leftover so i pureed them and froze them to use as a dessert sauce for later on the texture when pureed is like a thick nectar so it makes a great alternative to using peach nectar when making the famous drink a bellini with a few tbs of guava puree at the bottom of a glass and some sparkling wine or champagne in the glass you have a simple drink the guava when used as a sauce puree or whole has a beautiful salmon blush color so it s a delight to the eye as well as the stomach i mention these suggestions for use b c it is a new food item i am just figuring out myself,positive,0.0,0.878,0.122,0.9729,positive,0.18851148851148852,0.4845071595071595,positive
4,"I really wanted to pick up a box of decaf k cups for those times when you come home late after a long day and want a cup of coffee but don't want the jolt of caffeine keeping you up all night. I tried a few of the options in a sample box we got with our Keurig machine, but they all either tasted rancid or flavorless. I did my research online and read a bunch of reviews for Van Houtte's decaf hazelnut option and decided to give it a shot.<br /><br />Those reviews didn't lie or exaggerate: this stuff is awesome.<br /><br />Even standing alone as a flavored cup of coffee, this blend is delicious. Add to the fact it is decaffeinated and that is even more impressive. This has a bold, full body to it and is quite enjoyable. Definitely satisfies my craving on colder evenings.<br /><br />Sure, unless it's quite late in the day, I'll probably choose another blend over this one every time, but it's nice to know you have a decaf blend on hand that you don't feel like you just have to settle for when you're faced with the prospect of brewing it.<br /><br />If you need a decaf blend on hand, this is your best bet!",The best flavored k cup of decaf coffe I've tried so far!,i really wanted to pick up a box of decaf k cups for those times when you come home late after a long day and want a cup of coffee but don t want the jolt of caffeine keeping you up all night i tried a few of the options in a sample box we got with our keurig machine but they all either tasted rancid or flavorless i did my research online and read a bunch of reviews for van houtte s decaf hazelnut option and decided to give it a shot those reviews didn t lie or exaggerate this stuff is awesome even standing alone as a flavored cup of coffee this blend is delicious add to the fact it is decaffeinated and that is even more impressive this has a bold full body to it and is quite enjoyable definitely satisfies my craving on colder evenings sure unless it s quite late in the day i ll probably choose another blend over this one every time but it s nice to know you have a decaf blend on hand that you don t feel like you just have to settle for when you re faced with the prospect of brewing it if you need a decaf blend on hand this is your best bet,positive,0.034,0.738,0.228,0.9951,positive,0.38333333333333336,0.6190972222222223,positive
4,"Got this for a friends daughter after surgery. She loved it and had to hide it from the rest of the family!  My only, minor, complaint is that it took longer than I thought for delivery. It may have even said it on the site, but I didn't pay attention so I can not fault them. I am used to having ANYTHING I buy on Amazon come pretty much immediately, but this took almost a week. (including the weekend)  Just remember to order it a good week in advance of when you need it and it'll be fine.",She loved it,got this for a friends daughter after surgery she loved it and had to hide it from the rest of the family my only minor complaint is that it took longer than i thought for delivery it may have even said it on the site but i didn t pay attention so i can not fault them i am used to having anything i buy on amazon come pretty much immediately but this took almost a week including the weekend just remember to order it a good week in advance of when you need it and it ll be fine,positive,0.04,0.787,0.173,0.9454,positive,0.23958333333333331,0.5625,positive
4,"The big nut bars are a pretty tasty alternative from Planters- I counted no less than 5 almonds in my bar.  However, as others have noted, the caloric count is pretty high for such a small bar.<br /><br />Unfortunately, they're also very sweet still, and I was looking for a more nutty bar with fewer sugars.  Additionally, much of the bar is taken up by filler ""rice"".<br /><br />Actually, I prefer the Planter's Double Nut flavor, because it has a better contrasting flavor of salty/sweet.","Better alternative than Snickers or Payday, but I prefer the double peanut flavor",the big nut bars are a pretty tasty alternative from planters i counted no less than almonds in my bar however as others have noted the caloric count is pretty high for such a small bar unfortunately they re also very sweet still and i was looking for a more nutty bar with fewer sugars additionally much of the bar is taken up by filler rice actually i prefer the planter s double nut flavor because it has a better contrasting flavor of salty sweet,positive,0.047,0.794,0.159,0.8999,positive,0.13322222222222221,0.49344444444444446,positive
4,"Everything grew faster than expected, however the herbs included were not ones I could get alot of use out of. Would've preferred cilanto, chives, and italian parsley over 3 different kinds of basil.  Love the dill, it was huge. I made the mistake of putting oregano, tyme, & mint close together, they just ended up in a tangled mess that I couldn't use since they grew long and stringy instead of up. Once they got big I've had to add alot of water every other day and once or twice did not get a low water level lite in time, so keep an eye on it like any other plants.  I love the idea of having fresh stuff without worrying about chemicals sprayed on it from stores, wish I had room for more, it does take up space, also lights are super bright and light up half the house. For those who say pods didn't grow: Initially i noticed one of my pods was bone dry, I removed the black plastic bars inside that were preventing it from getting enough water, then could tell it was thoroughly wet.","Fast growth, would get different herbs than included",everything grew faster than expected however the herbs included were not ones i could get alot of use out of would ve preferred cilanto chives and italian parsley over different kinds of basil love the dill it was huge i made the mistake of putting oregano tyme mint close together they just ended up in a tangled mess that i couldn t use since they grew long and stringy instead of up once they got big i ve had to add alot of water every other day and once or twice did not get a low water level lite in time so keep an eye on it like any other plants i love the idea of having fresh stuff without worrying about chemicals sprayed on it from stores wish i had room for more it does take up space also lights are super bright and light up half the house for those who say pods didn t grow initially i noticed one of my pods was bone dry i removed the black plastic bars inside that were preventing it from getting enough water then could tell it was thoroughly wet,positive,0.028,0.835,0.136,0.9714,positive,0.11123188405797102,0.43876811594202897,positive
4,The gluten free pancake mix is very tasty it can be used at all times. Also the wafles turn out very good and tasty. I highly recommend it.,Very good taste,the gluten free pancake mix is very tasty it can be used at all times also the wafles turn out very good and tasty i highly recommend it,positive,0.0,0.729,0.271,0.8514,positive,0.4175,0.6050000000000001,positive
4,"I like the comvience it comes in it's own bowl for cooking. However, do not use the whole seasoning packet! Too much salt! I usually add some frozen mixed veggies when cooking. Makes a great meal or side to us meat lovers.",Good Ramen,i like the comvience it comes in it s own bowl for cooking however do not use the whole seasoning packet too much salt i usually add some frozen mixed veggies when cooking makes a great meal or side to us meat lovers,positive,0.0,0.8,0.2,0.875,positive,0.25833333333333336,0.4749999999999999,positive
4,"The description of these bars made me think they'd be sweeter and more treat-like. In reality, they have a natural sweetness from the dried cherries, but are not sugary tasting at all. I do enjoy the combination of chewy crunch, with enough nuts added to keep my mouth busy for awhile.<br /><br />Although they don't have enough substance to replace breakfast for me like some protein bars will, they are a very good afternoon ""pick me up"" that satisfies some cravings without giving me a sugar high.<br /><br />The cocoa powder is not very noticeable at all in the flavor, it's more of a hint or even an aftertaste. If you are looking for something that will be a healthier replacement for a candy bar, I don't think these will satisfy that craving. But as a slightly sweet and nutty snack, they're very good.","Less like candy, more like breakfast than other bars",the description of these bars made me think they d be sweeter and more treat like in reality they have a natural sweetness from the dried cherries but are not sugary tasting at all i do enjoy the combination of chewy crunch with enough nuts added to keep my mouth busy for awhile although they don t have enough substance to replace breakfast for me like some protein bars will they are a very good afternoon pick me up that satisfies some cravings without giving me a sugar high the cocoa powder is not very noticeable at all in the flavor it s more of a hint or even an aftertaste if you are looking for something that will be a healthier replacement for a candy bar i don t think these will satisfy that craving but as a slightly sweet and nutty snack they re very good,positive,0.031,0.769,0.2,0.9828,positive,0.2792307692307692,0.5269230769230769,positive
4,"This tea has a wonderful favor, but I was disappointed to read the ingredients and discover that it contains black tea, which means it contains caffeine. I wish Lipton would state this in their advertising. Even on the box the caffeine is not mentioned. Also, I expected a stronger red tea taste, which I love.",A little disappointed,this tea has a wonderful favor but i was disappointed to read the ingredients and discover that it contains black tea which means it contains caffeine i wish lipton would state this in their advertising even on the box the caffeine is not mentioned also i expected a stronger red tea taste which i love,positive,0.059,0.699,0.242,0.9153,positive,0.08055555555555556,0.5305555555555556,positive
4,"All in all the blueberry muffins were good.  They are not super-sweet like many store or cafe bought muffins, but they were still yummy.  The texture is soft and fluffy, not cardboard.  It was nice to have these as a low-carb treat.<br /><br />The only negative is that the package only makes 11-12 small muffins at 4 carbs each (1 muffin is a serving).  I used the standard cupcake sized silicon baking cups and only got 11 with none of them baking any higher than the top of the cups.  One won't fill you up enough to have as breakfast by itself, but they make a great snack in the afternoon or paired with some berries for desert.",Decent low-carb option,all in all the blueberry muffins were good they are not super sweet like many store or cafe bought muffins but they were still yummy the texture is soft and fluffy not cardboard it was nice to have these as a low carb treat the only negative is that the package only makes small muffins at carbs each muffin is a serving i used the standard cupcake sized silicon baking cups and only got with none of them baking any higher than the top of the cups one won t fill you up enough to have as breakfast by itself but they make a great snack in the afternoon or paired with some berries for desert,positive,0.091,0.723,0.186,0.9488,positive,0.16018518518518515,0.5842592592592593,positive
4,"Having lost 15 lbs in the past 2 months on a low-carb diet, I use a number of weight-loss products regularly. These dark-chocolate covered sunflower seeds are 100 calories of rich chocolate flavor, and surprisingly low carb.<br /><br />You get .67 oz per serving. At the price, I am tempted to buy them in bulk and measuring them out into snack bags... Of course, the sealed nature of these little bags keep me from cheating...<br /><br />See my other reviews for opinions on more low-carb chocolate-based diet meal-replacement bars and snacks.","Delicious & Low-Carb, but Pricey",having lost lbs in the past months on a low carb diet i use a number of weight loss products regularly these dark chocolate covered sunflower seeds are calories of rich chocolate flavor and surprisingly low carb you get oz per serving at the price i am tempted to buy them in bulk and measuring them out into snack bags of course the sealed nature of these little bags keep me from cheating see my other reviews for opinions on more low carb chocolate based diet meal replacement bars and snacks,positive,0.142,0.789,0.068,-0.7713,negative,0.016249999999999997,0.37519230769230766,neutral
4,"I only got to drink one cup of this to make this review, but I thought it tasted great.  What I like about good coffee flavor is that earthy, rich coffee taste that comes from quality coffee and just being fresh brewed.  I tested this right after the coffee maker had finished so it was as fresh as it could be.  I like a little honey and fresh cream in mine and I was sad I only got to have just one cup.  I had to share with others at home and they all liked it as well.  I couldn't tell if anything tasted different since it is supposed to be low acid.  It tasted like regular coffee to me.",Good Tasting Coffee,i only got to drink one cup of this to make this review but i thought it tasted great what i like about good coffee flavor is that earthy rich coffee taste that comes from quality coffee and just being fresh brewed i tested this right after the coffee maker had finished so it was as fresh as it could be i like a little honey and fresh cream in mine and i was sad i only got to have just one cup i had to share with others at home and they all liked it as well i couldn t tell if anything tasted different since it is supposed to be low acid it tasted like regular coffee to me,positive,0.044,0.688,0.268,0.9882,positive,0.19821428571428568,0.6275091575091576,positive
4,"A satisfying cup of coffee. So many of the brands are not strong enough for the large size coffee.  This kcup makes a nice<br />Smokey, bold cup of coffee.  I will purchase again.",Strong enough for the mug size,a satisfying cup of coffee so many of the brands are not strong enough for the large size coffee this kcup makes a nice smokey bold cup of coffee i will purchase again,positive,0.067,0.723,0.209,0.6906,positive,0.2758503401360544,0.6897959183673469,positive
4,"I held off ordering these for a while because I was concerned I might not like the taste. I've tried some of the organic green teas and found flavor can really vary between brands. Six boxes seems like a lot to take a chance on. I really wanted something powdered to take to work though, so I gave it chance and it worked out.  To me, this product tastes great.  I am thrilled to get something unsweetened.  I wanted these to use at the office, but find I like them so much I mix them up at home too. I just wish they were a little cheaper as they go really fast.  I went from thinking 6 boxes would be a lot, to experiencing them as hardly enouugh!<br /><br />Basically, this product has a mild taste, never bitter or oily and not gritty (but it will need to be remixed if you don't drink it down quickly).  The powder does mix well, it's really a very fine powder and does not look like leaves just mashed up or anything.  It blends completely into the water, BUT it doesn't stay mixed over a long period of time.  So, if you are letting it sit in the glass about 20min or so as you sip away, it's useful to get one of those shaker bottles to keep it mixed as you go along.  That works for me, no complaints.  I am very happy with the product.  I will order again.","Mild taste, easy to mix, will buy again",i held off ordering these for a while because i was concerned i might not like the taste i ve tried some of the organic green teas and found flavor can really vary between brands six boxes seems like a lot to take a chance on i really wanted something powdered to take to work though so i gave it chance and it worked out to me this product tastes great i am thrilled to get something unsweetened i wanted these to use at the office but find i like them so much i mix them up at home too i just wish they were a little cheaper as they go really fast i went from thinking boxes would be a lot to experiencing them as hardly enouugh basically this product has a mild taste never bitter or oily and not gritty but it will need to be remixed if you don t drink it down quickly the powder does mix well it s really a very fine powder and does not look like leaves just mashed up or anything it blends completely into the water but it doesn t stay mixed over a long period of time so if you are letting it sit in the glass about min or so as you sip away it s useful to get one of those shaker bottles to keep it mixed as you go along that works for me no complaints i am very happy with the product i will order again,positive,0.015,0.847,0.137,0.9847,positive,0.1892195767195767,0.4514550264550265,positive
4,I normally feed Embark which has more protein but tried this. Dog loved it of course (he is a lab!) but there was more poo than with Embark so I went back to that. Still this is good quality food in my opinion!,Good stuff,i normally feed embark which has more protein but tried this dog loved it of course he is a lab but there was more poo than with embark so i went back to that still this is good quality food in my opinion,positive,0.0,0.817,0.183,0.8807,positive,0.425,0.5083333333333334,positive
4,Authentic ginger flavour & goodness.  Dissolves quickly in hot liquids.  Unusual application: Crush a packet and sprinkle 1/4 over strawberries or Grapefuit.  Delicious!,Great Product.,authentic ginger flavour goodness dissolves quickly in hot liquids unusual application crush a packet and sprinkle over strawberries or grapefuit delicious,positive,0.061,0.684,0.255,0.7269,positive,0.4875,0.9,positive
4,"I bought this dispenser to replace a Bags om Board bone dispenser which worked great until it fell off my leash and I lost it. The problem with the bone dispenser was the plastic ring that attached it to the leash popped open and the bone dispenser fell off the leash without me knowing it  --and this was after only having it for 2 weeks! I decided to order the white dispenser but wasn't too impressed with the plastic zip tie that attached it to the leash either-- as another reviewer pointed out, the end of the plastic tie irritated my hand, the tie itself couldn't be readjusted once you attached it, and I was afraid the plastic tie would eventually break off and I'd lose this dispenser too. So I removed the plastic tie and substituted a metal key ring to attach  the dispenser to my leash and so far so good! The bags are great, the metal key ring securely attaches the dispenser to my leash yet I can easily detach the key ring from my leash if I want to, and I have no problem getting the dispenser open. It's too bad the company doesn't use metal key rings instead of the cheap plastic rings and plastic zip ties-- if they did, I'd give this product a 5 instead of a 4.",Pretty good so far with slight modification,i bought this dispenser to replace a bags om board bone dispenser which worked great until it fell off my leash and i lost it the problem with the bone dispenser was the plastic ring that attached it to the leash popped open and the bone dispenser fell off the leash without me knowing it and this was after only having it for weeks i decided to order the white dispenser but wasn t too impressed with the plastic zip tie that attached it to the leash either as another reviewer pointed out the end of the plastic tie irritated my hand the tie itself couldn t be readjusted once you attached it and i was afraid the plastic tie would eventually break off and i d lose this dispenser too so i removed the plastic tie and substituted a metal key ring to attach the dispenser to my leash and so far so good the bags are great the metal key ring securely attaches the dispenser to my leash yet i can easily detach the key ring from my leash if i want to and i have no problem getting the dispenser open it s too bad the company doesn t use metal key rings instead of the cheap plastic rings and plastic zip ties if they did i d give this product a instead of a,positive,0.06,0.815,0.125,0.9583,positive,0.18518518518518517,0.7666666666666666,positive
4,"Arrived quick and on-time, and what a great value! Definitely pleased with my purchase, and will likely buy again =)",What a great value!!,arrived quick and on time and what a great value definitely pleased with my purchase and will likely buy again,positive,0.0,0.569,0.431,0.9022,positive,0.4083333333333333,0.8125,positive
4,"After reading how many people were trying these new pop tarts, I had to go buy some.  I bought 4 boxes of them!  And I'm glad I did, because everyone in my family loves them! I am not normally a fan of Pop Tarts, because I find them to be too sweet.  And I was very leary of these, thinking they would also be way too sweet for me to enjoy.  However, upon trying one, I find these flavored pop tarts to be very mild in the sweetness category.  The icing on the top is good and light (I do wish they would not put as much icing on them though!), and the inside tastes just like a pumpkin pie, and believe it or not, isn't that sweet at all!  So you get a pumpkin pie inside and then a little sweet treat on the outside.  My 1yr old loves these things and I can't blame her!  We'll be sad to see them leave when their limited time is over, but will look forward to next year when hopefully they'll return!",Great holiday breakfast snack,after reading how many people were trying these new pop tarts i had to go buy some i bought boxes of them and i m glad i did because everyone in my family loves them i am not normally a fan of pop tarts because i find them to be too sweet and i was very leary of these thinking they would also be way too sweet for me to enjoy however upon trying one i find these flavored pop tarts to be very mild in the sweetness category the icing on the top is good and light i do wish they would not put as much icing on them though and the inside tastes just like a pumpkin pie and believe it or not isn t that sweet at all so you get a pumpkin pie inside and then a little sweet treat on the outside my yr old loves these things and i can t blame her we ll be sad to see them leave when their limited time is over but will look forward to next year when hopefully they ll return,positive,0.038,0.81,0.152,0.9595,positive,0.22075087610801894,0.5022572665429809,positive
4,"I use this for creating a deep conditioner for my hair.  I like the scent , but hate how much it separates.  I usually put the bottle in hot water to melt it and stir it when I need to use it. I don't put it in the microwve because it would destroy the beneficial nutrients I want for my hair from the coconut in the first place.",Nice scent,i use this for creating a deep conditioner for my hair i like the scent but hate how much it separates i usually put the bottle in hot water to melt it and stir it when i need to use it i don t put it in the microwve because it would destroy the beneficial nutrients i want for my hair from the coconut in the first place,positive,0.122,0.771,0.108,-0.631,negative,-0.07857142857142858,0.41904761904761906,negative
4,This is the best Coffee for Keurig so far that I have tasted. Stronger than other brands. Would it be too much to ask for even a stronger coffee?,Good coffee,this is the best coffee for keurig so far that i have tasted stronger than other brands would it be too much to ask for even a stronger coffee,positive,0.0,0.734,0.266,0.8555,positive,0.29375,0.46875,positive
4,"Illy issimo caff&egrave; Italian espresso style coffee drink is a 6.8 fl. oz. (200 ml) blast of sweetened caffeine in a can.<br /><br />1930s Italy under the rule of Mussolini greatly contributed to the development of modern coffee culture, improved coffee-making, and new types of coffee-making equipment. The Horn of Africa (where coffee originated) was under Italian colonization and companies such as illy and Bialetti were founded.<br /><br />In that tradition, this drink is now made in Denmark under the issimo brand from illy and distributed in the U.S. by Coca-Cola.<br /><br />This canned cappuccino has a slightly bitter dark roast coffee taste with the right amount of sugar and a pleasant mouthfeel. It's not as good as freshly made espresso but it's not bad at all. I do prefer the <a href=""http://www.amazon.com/gp/product/B002IEVJRY"">illy issimo cappucino</a> as a treat.",illy issimo caff&egrave;,illy issimo caff egrave italian espresso style coffee drink is a fl oz ml blast of sweetened caffeine in a can s italy under the rule of mussolini greatly contributed to the development of modern coffee culture improved coffee making and new types of coffee making equipment the horn of africa where coffee originated was under italian colonization and companies such as illy and bialetti were founded in that tradition this drink is now made in denmark under the issimo brand from illy and distributed in the u s by coca cola this canned cappuccino has a slightly bitter dark roast coffee taste with the right amount of sugar and a pleasant mouthfeel it s not as good as freshly made espresso but it s not bad at all i do prefer the as a treat,positive,0.024,0.897,0.079,0.843,positive,0.2504162504162504,0.4748917748917749,positive
4,Nice light earl grey flavor. pleasant aroma. Use filtered water for cleanest refreshing flavor.I make it in a coffee maker that has never made coffee to keep the flavor pure. Decent cup of tea for the price.,E.G. tea,nice light earl grey flavor pleasant aroma use filtered water for cleanest refreshing flavor i make it in a coffee maker that has never made coffee to keep the flavor pure decent cup of tea for the price,positive,0.0,0.827,0.173,0.743,positive,0.3663265306122449,0.7047619047619048,positive
4,"A friend of ours served us  a chicken feast the other night and we were instantly impressed. It was incredibly tasty.<br />Upon inquiring how she marinated her chicken she said it was the easiest thing in the world.<br /><br />A few Tbsps of Patak's Tandoori Curry Paste and some plain yogurt was all it took.  A week later at the grocery store, I proceeded to find the paste for myself. I've seen the Patak's line many times, but never ventured to buy anything until now....<br />To read the full review please visit Stuffed Ashes :)",Review of Patak's at Stuffed Ashes,a friend of ours served us a chicken feast the other night and we were instantly impressed it was incredibly tasty upon inquiring how she marinated her chicken she said it was the easiest thing in the world a few tbsps of patak s tandoori curry paste and some plain yogurt was all it took a week later at the grocery store i proceeded to find the paste for myself i ve seen the patak s line many times but never ventured to buy anything until now to read the full review please visit stuffed ashes,positive,0.0,0.911,0.089,0.7906,positive,0.10107142857142856,0.5682142857142856,positive
4,"Today is Lammas Day (a.k.a. Lughnasadh).  What better way to celebrate the ""first harvest"" that's with a nice farmhouse Saison ale?  HENNEPIN SAISON ALE is a quality summertime Belgian brew:  It has a nice golden color and lingering head, a good hoppy flavor, and a veritable 7.7% ABV.  Additionally, in terms of value, this is one of the more cost effective Belgian ales on the market today.<br />I consider myself to be a bit of a fanatic when it comes to Belgian ales; I can honestly say, with all sincerity, that this is a good Belgian ale at a reasonable price.  This one will be part of my regular rotation.",Yet another quality ale from Belgium...,today is lammas day a k a lughnasadh what better way to celebrate the first harvest that s with a nice farmhouse saison ale hennepin saison ale is a quality summertime belgian brew it has a nice golden color and lingering head a good hoppy flavor and a veritable abv additionally in terms of value this is one of the more cost effective belgian ales on the market today i consider myself to be a bit of a fanatic when it comes to belgian ales i can honestly say with all sincerity that this is a good belgian ale at a reasonable price this one will be part of my regular rotation,positive,0.0,0.794,0.206,0.9771,positive,0.40384615384615385,0.6315581854043392,positive
4,"This saffron is of good quality as far as I can tell (I am a home cook, not a pro), and it was reasonably priced. Definitely recommend!",Good value for the money,this saffron is of good quality as far as i can tell i am a home cook not a pro and it was reasonably priced definitely recommend,positive,0.0,0.748,0.252,0.7964,positive,0.25,0.675,positive
4,"I've had some Irish Breakfast tea that brewed stronger and woke me up faster, but this is a very good product. Each bag is in a good envelope that should keep it fresh a long time.  Each envelope is in a box that becomes a convenient dispenser. If it matters to you, no metal is used to hold the teabag string.<br /><br />I haven't used Amazon to buy tea before, but if you buy enough to get free shipping, it seems to be the best way to buy products not always available at the corner market.","Not the strongest, but quite good",i ve had some irish breakfast tea that brewed stronger and woke me up faster but this is a very good product each bag is in a good envelope that should keep it fresh a long time each envelope is in a box that becomes a convenient dispenser if it matters to you no metal is used to hold the teabag string i haven t used amazon to buy tea before but if you buy enough to get free shipping it seems to be the best way to buy products not always available at the corner market,positive,0.024,0.751,0.225,0.9737,positive,0.4066666666666666,0.47555555555555556,positive
4,"Like the Black Tiger this coffee is strong and flavorful but has a hint of a grind-y taste.<br /><br />For reference purposes my in store drink is a Starbucks Americano.<br /><br />My favorite k-cups are:<br />Starbucks French Roast<br />Starbucks Caffe Verona<br />Starbucks Pike Place Roast<br />Green Mountain Xtra Bold Sumatran Reserve<br />Green Mountain Double Black Diamond<br />Green Mountain Revv<br />Green Mountain Dark Magic<br /><br />Other k-cups I've tried:  Coffee People Jet Fuel ,Green Mountain Dark Magic Decaf, Emeril Jazzed up Decaf, Starbucks Caffe Verona, Coffee People Black Tiger,  Starbucks House Blend, Starbucks Breakfast Blend, Starbucks Sumatra, Wolfgang Puck French Roast, Green Mountain Lake and Lodge, Green Mountain French Roast, Caribou Mahogony, Wolfgang Puck Sumatra Kopi Raya, Emeril Big Easy Bold",tastes a little grind-y,like the black tiger this coffee is strong and flavorful but has a hint of a grind y taste for reference purposes my in store drink is a starbucks americano my favorite k cups are starbucks french roast starbucks caffe verona starbucks pike place roast green mountain xtra bold sumatran reserve green mountain double black diamond green mountain revv green mountain dark magic other k cups i ve tried coffee people jet fuel green mountain dark magic decaf emeril jazzed up decaf starbucks caffe verona coffee people black tiger starbucks house blend starbucks breakfast blend starbucks sumatra wolfgang puck french roast green mountain lake and lodge green mountain french roast caribou mahogony wolfgang puck sumatra kopi raya emeril big easy bold,positive,0.0,0.84,0.16,0.9668,positive,0.028333333333333332,0.42300000000000004,neutral
4,"I ordered these chips by accident. I meant to order ""with added salt."" I know, not a healthy choice but hey, I love salt! So, I ended up with a whole case of these unsalted chips. My wife said, hey these aren't salted! She was pleased. She worries about my diet. So, I had some chips. They're delicious! Good crunch. Very fresh corn flavor. Excellent with salsa. Sometimes a guy has to be wrong to do right!",you won't miss the salt,i ordered these chips by accident i meant to order with added salt i know not a healthy choice but hey i love salt so i ended up with a whole case of these unsalted chips my wife said hey these aren t salted she was pleased she worries about my diet so i had some chips they re delicious good crunch very fresh corn flavor excellent with salsa sometimes a guy has to be wrong to do right,positive,0.107,0.642,0.251,0.961,positive,0.3841558441558441,0.7441558441558442,positive
4,"Well, simple to review...it is delicious, even straight out of the box without milk. Why not? Basically, it is candy...sure, some fiber and vitamins, but lots of sugar. That said, treats are fun, and anyone can do with a little fun. For a breakfast, just combining it with some seriously nutritious stuff like orange juice, fruit, etc can round out a healthy breakfast. So, overall, pretty good.",Delicious,well simple to review it is delicious even straight out of the box without milk why not basically it is candy sure some fiber and vitamins but lots of sugar that said treats are fun and anyone can do with a little fun for a breakfast just combining it with some seriously nutritious stuff like orange juice fruit etc can round out a healthy breakfast so overall pretty good,positive,0.022,0.635,0.342,0.9821,positive,0.23301282051282052,0.5163614163614164,positive
4,I've ordered the pumpkin-spice K-cups before for my Keurig coffee maker and just love the flavor.  And ordering it through Amazon is so easy and fast!,Keurig Pumpkin-spice K-cups,i ve ordered the pumpkin spice k cups before for my keurig coffee maker and just love the flavor and ordering it through amazon is so easy and fast,positive,0.0,0.741,0.259,0.8439,positive,0.37777777777777777,0.6777777777777777,positive
4,"This is a great caffeine free herbal tea but the ginger flavor is a little light.  What I taste in it mostly is the lemon verbena and the lemon.  Since I like both of these flavors I'm happy with the tea although it wasn't quite what I expected.<br /><br />They did a great job of packaging this tea with a bright colored box and the individually wrapped teabags also have this colorful packaging so it's a nice one to put out on the table or in a basket of teas.  The flavor, because of the lemon verbena reminds me more of a summer tea than a winter one, but I'm happy with it nonetheless.",Very good tea but light on the ginger,this is a great caffeine free herbal tea but the ginger flavor is a little light what i taste in it mostly is the lemon verbena and the lemon since i like both of these flavors i m happy with the tea although it wasn t quite what i expected they did a great job of packaging this tea with a bright colored box and the individually wrapped teabags also have this colorful packaging so it s a nice one to put out on the table or in a basket of teas the flavor because of the lemon verbena reminds me more of a summer tea than a winter one but i m happy with it nonetheless,positive,0.0,0.768,0.232,0.9869,positive,0.45089285714285715,0.6785714285714286,positive
4,"Smells very nice, like pretty flowers and fresh berries. Light and not overwhelming flavor. Just finished my first cup. :)Tea Time!",Yummy,smells very nice like pretty flowers and fresh berries light and not overwhelming flavor just finished my first cup tea time,positive,0.0,0.594,0.406,0.8918,positive,0.28833333333333333,0.7555555555555555,positive
4,"The only reason I won't give the San Francisco Bay Fog Chaser a 5 star, is that once you open the sealed bag the coffee doesn't stay fresh for very long. I enjoyed the coffee, had great aroma and love that it's packaging is reduced plastic compared to original Kcups. The main thing I loved was the price! Just figure out a way to retain freshness and it's gold!<a href=""http://www.amazon.com/gp/product/B006IOKA84"">San Francisco Bay Coffee One Cup for Keurig K-Cup Brewers, Fog Chaser, 36-Count</a>",Great deal!,the only reason i won t give the san francisco bay fog chaser a star is that once you open the sealed bag the coffee doesn t stay fresh for very long i enjoyed the coffee had great aroma and love that it s packaging is reduced plastic compared to original kcups the main thing i loved was the price just figure out a way to retain freshness and it s gold,positive,0.0,0.73,0.27,0.9752,positive,0.32766666666666666,0.6453333333333332,positive
